0,0,2
1,1,3
2,4,5
3,6,7
4,8,9
5,10,11
6,12,15
7,13,14
8,16,17
9,18,19
10,20,21
11,22,23
12,24,25
13,26,27
14,28,29
15,30,31
16,32,33
17,35,35
18,36,37
19,38,39
20,40,41
21,42,43
22,44,45
23,46,47
24,48,49
25,50,51
26,52,53
27,54,55
28,56,57
29,58,59
30,60,61
31,62,63
32,64,65
33,66,67
34,68,70
35,68,69
36,71,72
37,73,74
38,75,76
39,77,78
40,78,79
41,80,81
42,82,83
43,84,85
44,86,87
45,88,89
46,90,91
47,92,93
48,94,95
49,96,97
50,98,99
51,100,101
52,102,103
53,104,105
54,106,107
55,108,109
56,110,111
57,112,113
58,114,115
59,116,117
60,118,119
61,120,121
62,122,123
63,124,125
64,126,127
65,128,129
66,130,131
67,132,133
68,134,135
69,136,137
70,138,139
71,140,141
72,142,143
73,144,145
74,146,147
75,148,149
76,148,150
77,151,152
78,153,154
79,155,156
80,157,158
81,159,160
82,161,162
83,163,164
84,165,166
85,167,168
86,169,170
87,171,172
88,173,174
89,175,176
90,177,178
91,179,180
92,181,182
93,183,184
94,185,186
95,187,188
96,189,190
97,191,192
98,193,196
99,194,195
